gene,alias
PALLD,CGI-151|CGI151|MYN|PNCA1|SIH002
PALM2,AKAP2
PALM2-AKAP2,AKAP2
PALMD,C1orf11|PALML
PAM,PAL|PHM
PAM16,CGI-136|MAGMAS|SMDMDM|TIM16|TIMM16
PAMR1,DKFZP586H2123|FP938|RAMP
PAN2,USP52
PAND1,PAND
PANDAR,PANDA
PANK1,PANK
PANK2,C20orf48|HARP|HSS|NBIA1|PKAN
PANO1,PANO
PANX1,MRS1|PX1|UNQ2529
PANX2,PX2|hPANX2
PANX3,PX3
PAOX,PAO
PAPD4,GLD2|TUT2
PAPD5,TRF4-2
PAPD7,LAK-1|LAK1|POLK|POLS|TRF4|TRF4-1|TRF41|TUTASE5
PAPLN,PPN
PAPOLA,PAP
PAPOLB,PAPT|TPAP
PAPPA,ASBABP2|DIPLA1|IGFBP-4ase|PAPA|PAPP-A|PAPPA1
PAPPA-AS1,DIPAS|NCRNA00156|PAPPA-AS|PAPPAAS|PAPPAS|TAF2C2|TAF4B|TAFII105
PAPPA-AS2,AGU1
PAPPA2,PAPP-A2|PAPP-E|PAPPE|PLAC3
PAPSS1,ATPSK1|PAPSS|SK1
PAPSS2,ATPSK2|BCYM4|SK2
PAQR3,RKTG
PAQR5,MPRG
PAQR6,PRdelta
PAQR7,MPRA|PGLP|mSR
PAQR8,C6orf33|LMPB1|MPRB
PARD3,ASIP|Baz|PAR3|PAR3alpha|PARD-3|PARD3A|PPP1R118|SE2-5L16|SE2-5LT1|SE2-5T2
PARD3B,ALS2CR19|PAR3B|PAR3L|PAR3beta
PARD6A,PAR-6A|PAR6|PAR6C|PAR6alpha|TAX40|TIP-40
PARD6B,PAR6B
PARD6G,PAR-6G|PAR6gamma
PARG,PARG99
PARK10,AAOPD
PARK7,DJ-1|DJ1|GATD2|HEL-S-67p
PARL,PRO2207|PSARL|PSARL1|PSENIP2|RHBDS1
PARM1,Cipar1|DKFZP564O0823|PARM-1|WSC4
PARN,DAN|DKCB6|PFBMFT4
PARP1,ADPRT|ADPRT 1|ADPRT1|ARTD1|PARP|PARP-1|PPOL|pADPRT-1
PARP10,ARTD10
PARP11,ARTD11|C12orf6|MIB006
PARP12,ARTD12|MST109|MSTP109|ZC3H1|ZC3HDC1
PARP14,ARTD8|BAL2|PARP-14|pART8
PARP15,ARTD7|BAL3|pART7
PARP16,ARTD15|C15orf30|pART15
PARP1P1,ADPRTP1|PPOLP1
PARP1P2,ADPRTP2|PPOLP2
PARP2,ADPRT2|ADPRTL2|ADPRTL3|ARTD2|PARP-2|pADPRT-2
PARP3,ADPRT3|ADPRTL2|ADPRTL3|ARTD3|IRT1|PADPRT-3
PARP4,ADPRTL1|ARTD4|PARP-4|PARPL|PH5P|VAULT3|VPARP|VWA5C|p193
PARP4P1,ADPRTL1P|PARP4P|PARP4PY1
PARP4P3,ADPRTL4
PARP6,ARTD17|PARP-6-B1|PARP-6-C|pART17
PARP8,ARTD16|pART16
PARP9,ARTD9|BAL|BAL1|MGC:7868
PARPBP,AROM|C12orf48|PARI
PARS2,MT-PRORS|proRS
PART1,NCRNA00206
PARTICL,PARTICLE
PARVA,CH-ILKBP|MXRA2
PARVB,CGI-56
PASD1,CT63|CT64|OXTES1
PASK,PASKIN|STK37
PATE1,PATE
PATE2,C11orf38|PATE-M|UNQ3112
PATE3,HEL-127|PATE-DJ
PATE4,PATE-B
PATJ,Cipp|INADL|InaD-like|hINADL
PATL1,Pat1b|hPat1b
PATL2,OOMD4|Pat1a|hPat1a
PATZ1,MAZR|PATZ|RIAZ|ZBTB19|ZNF278|ZSG|dJ400N23
PAWR,PAR4|Par-4
PAX1,HUP48|OFC2
PAX2,FSGS7|PAPRS
PAX3,CDHS|HUP2|WS1|WS3
PAX4,KPD|MODY9
PAX5,ALL3|BSAP
PAX6,AN|AN2|ASGD5|D11S812E|FVH1|MGDA|WAGR
PAX6_HS2,HCNE2
PAX6_HS3,E-200|HCNE3|PAX6_1
PAX6_HS8,HCNE8
PAX6-AS1,DKFZp686K1684
PAX6DRR,SIMO
PAX7,HUP1|PAX7B|RMS2
PAX9,STHAG3
PAXBP1,BM020|C21orf66|FSAP105|GCFC|GCFC1
PAXBP1-AS1,GCFC1-AS1
PAXIP1,CAGF28|CAGF29|PACIP1|PAXIP1L|PTIP|TNRC2
PAXIP1-AS2,PAXIP1OS
PAXX,C9orf142|XLS
PBCRA1,CRAPB|PBCRA
PBDC1,CXorf26
PBK,CT84|HEL164|Nori-3|SPK|TOPK
PBLD,HEL-S-306|MAWBP|MAWDBP
PBOV1,UC28|UROC28|dJ171N11.2
PBRM1,BAF180|PB1
PBX1,CAKUHED
PBX2,G17|HOX12|PBX2MHC
PBX2P1,PBX2|PBXP1
PBXIP1,HPIP
PC,PCB
PCA3,DD3|NCRNA00019|PCAT3
PCAP,HPC2|HPC8
PCAT1,PCA1|PCAT-1
PCAT18,LINC01092
PCAT19,LINC01190
PCAT2,CARLO4|CARLo-4|PCA2|TCONS_00015167
PCAT4,GDEP|PCA4|PCAN1
PCAT5,LINC01452|TPCAT-10-36067
PCAT6,KDM5B-AS1|KDM5BAS1|PCAN-R1|ncRNA-a2|onco-lncRNA-96
PCAT7,PCAN-R2
PCBD1,DCOH|PCBD|PCD|PHS
PCBD2,DCOH2|DCOHM|PHS2
PCBP1,HEL-S-85|HNRPE1|HNRPX|hnRNP-E1|hnRNP-X
PCBP2,HNRNPE2|HNRPE2|hnRNP-E2
PCBP2-OT1,TUC338
PCBP3,ALPHA-CP3|PCBP3-OT1|PCBP3OT
PCBP4,CBP|LIP4|MCG10
PCDH1,PC42|PCDH42
PCDH10,OL-PCDH|PCDH19
PCDH11X,PCDH-X|PCDH11|PCDHX|PPP1R119
PCDH11Y,PCDH-PC|PCDH22|PCDHX|PCDHY
PCDH12,VE-cadherin-2|VECAD2
PCDH15,CDHR15|DFNB23|USH1F
PCDH17,PCDH68|PCH68
PCDH18,PCDH68L
PCDH19,EFMR|EIEE9
PCDH20,PCDH13
PCDH7,BH-Pcdh|BHPCDH|PPP1R120
PCDH8,ARCADLIN|PAPC
PCDHA@,CNR1|CNRS1
PCDHA1,PCDH-ALPHA1
PCDHA10,CNR8|CNRN8|CNRS8|CRNR8|PCDH-ALPHA10
PCDHA11,CNR7|CNRN7|CNRS7|CRNR7|PCDH-ALPHA11
PCDHA12,PCDH-ALPHA12
PCDHA13,CNR5|CNRN5|CNRS5|CRNR5|PCDH-ALPHA13
PCDHA14,CNR3|CNRN3|CNRS3|CRNR3|PCDH-PSI4
PCDHA2,PCDH-ALPHA2
PCDHA3,PCDH-ALPHA3
PCDHA4,CNR1|CNRN1|CRNR1|PCDH-ALPHA4
PCDHA5,CNR6|CNRN6|CNRS6|CRNR6|PCDH-ALPHA5
PCDHA6,CNR2|CNRN2|CNRS2|CRNR2|PCDH-ALPHA6
PCDHA7,CNR4|CNRN4|CNRS4|CRNR4|PCDH-ALPHA7
PCDHA8,PCDH-ALPHA8
PCDHA9,PCDH-ALPHA9
PCDHAC1,PCDH-ALPHA-C1
PCDHAC2,PCDH-ALPHA-C2
PCDHACT,PCDHAC
PCDHB@,PCDH3
PCDHB1,PCDH-BETA1
PCDHB10,PCDH-BETA10|PCHB10
PCDHB11,ME2|PCDH-BETA11
PCDHB12,PCDH-BETA12
PCDHB13,PCDH-BETA13
PCDHB14,PCDH-BETA14
PCDHB15,PCDH-BETA15
PCDHB16,ME1|PCDH-BETA16|PCDH3X|PCDHB8a
PCDHB17P,ME4|PCDH-psi1|PCDHB17
PCDHB18P,PCDH-psi2|PCDHB18
PCDHB19P,PCDH-PSI5|PCDHB19
PCDHB2,PCDH-BETA2
PCDHB3,PCDH-BETA3
PCDHB4,PCDH-BETA4
PCDHB5,PCDH-BETA5
PCDHB6,PCDH-BETA6
PCDHB7,PCDH-BETA7
PCDHB8,PCDH-BETA8|PCDH3I
PCDHB9,PCDH-BETA9|PCDH3H
PCDHG@,PCDH2|PCDH4|PCDHG
PCDHGA1,PCDH-GAMMA-A1
PCDHGA10,PCDH-GAMMA-A10
PCDHGA11,PCDH-GAMMA-A11
PCDHGA12,CDH21|FIB3|PCDH-GAMMA-A12
PCDHGA2,PCDH-GAMMA-A2
PCDHGA3,PCDH-GAMMA-A3
PCDHGA4,PCDH-GAMMA-A4
PCDHGA5,CDH-GAMMA-A5|ME3|PCDH-GAMMA-A5
PCDHGA6,PCDH-GAMMA-A6
PCDHGA7,PCDH-GAMMA-A7
PCDHGA8,PCDH-GAMMA-A8
PCDHGA9,PCDH-GAMMA-A9
PCDHGB1,PCDH-GAMMA-B1
PCDHGB2,PCDH-GAMMA-B2
PCDHGB3,PCDH-GAMMA-B3
PCDHGB4,CDH20|FIB2|PCDH-GAMMA-B4
PCDHGB5,PCDH-GAMMA-B5
PCDHGB6,PCDH-GAMMA-B6
PCDHGB7,ME6|PCDH-GAMMA-B7
PCDHGB8P,PCDH-PSI3
PCDHGB9P,PSI6
PCDHGC3,PC43|PCDH-GAMMA-C3|PCDH2
PCDHGC4,PCDH-GAMMA-C4
PCDHGC5,PCDH-GAMMA-C5
PCDHGCT,PCDHGC
PCED1A,C20orf81|FAM113A|bA12M19.1
PCED1B,FAM113B
PCGEM1,LINC00071|NCRNA00071|PCAT9
PCGF1,2010002K04Rik|NSPC1|RNF3A-2|RNF68
PCGF2,MEL-18|RNF110|ZNF144
PCGF3,DONG1|RNF3|RNF3A
PCGF5,RNF159
PCGF6,MBLR|RNF134
PCGF7P,RNF134P1
PCID2,F10
PCIF1,C20orf67|PPP1R121
PCK1,PCKDC|PEPCK-C|PEPCK1|PEPCKC
PCK2,PEPCK|PEPCK-M|PEPCK2
PCLAF,KIAA0101|L5|NS5ATP9|OEATC|OEATC-1|OEATC1|PAF|PAF15|p15(PAF)|p15/PAF|p15PAF
PCLO,ACZ|PCH3
PCM1,PTC4|RET/PCM-1
PCMT1,PIMT
PCMTD2,C20orf36
PCNA,ATLD2
PCNA-AS1,PCNA-AS|PCNAAS
PCNAP1,p1PCNA
PCNAP2,pF2PCNA
PCNPP1,PCNPP
PCNT,KEN|MOPD2|PCN|PCNT2|PCNTB|PCTN2|SCKL4
PCNX1,PCNX|PCNXL1|pecanex
PCNX2,PCNXL2
PCNX3,PCNXL3
PCNX4,C14orf135|FBP2|PCNXL4
PCOLCE,PCPE|PCPE-1|PCPE1
PCOLCE2,PCPE2
PCOS1,PCO|PCO1
PCOTH,C1QTNF9B-AS1
PCP2,GPSM4
PCP4,PEP-19
PCP4L1,IQM1
PCSK1,BMIQ12|NEC1|PC1|PC3|SPC3
PCSK1N,BigLEN|PEN|PROSAAS|SAAS|SCG8|SgVIII
PCSK2,NEC 2|NEC-2|NEC2|PC2|SPC2
PCSK4,PC4|SPC5
PCSK5,PC5|PC6|PC6A|SPC6
PCSK6,PACE4|SPC4
PCSK7,LPC|PC7|PC8|SPC7
PCSK9,FH3|HCHOLA3|LDLCQ1|NARC-1|NARC1|PC9
PCTP,PC-TP|STARD2
PCYOX1,PCL1
PCYT1A,CCTA|CT|CTA|CTPCT|PCYT1|SMDCRD
PCYT1B,CCTB|CTB
PCYT2,ET
PDAP1,HASPP28|PAP|PAP1
PDB1,PDB
PDC,MEKA|PHD|PhLOP|PhLP
PDCD1,CD279|PD-1|PD1|SLEB2|hPD-1|hPD-l|hSLE1
PDCD10,CCM3|TFAR15
PDCD11,ALG-4|ALG4|NFBP|RRP5
PDCD1LG2,B7DC|Btdc|CD273|PD-L2|PDCD1L2|PDL2|bA574F11.2
PDCD2,RP8|ZMYND7
PDCD4,H731
PDCD5,TFAR19
PDCD6,ALG-2|ALG2|PEF1B
PDCD6IP,AIP1|ALIX|DRIP4|HP95
PDCD7,ES18|HES18
PDCL,PhLP
PDCL2,GCPHLP
PDCL3,HTPHLP|PHLP2A|PHLP3|VIAF|VIAF1
PDE10A,ADSD2|HSPDE10A|IOLOD|LINC00473|PDE10A19
PDE11A,PPNAD2
PDE12,2'-PDE|2-PDE
PDE1A,CAM-PDE-1A|HCAM-1|HCAM1|HSPDE1A
PDE1B,HEL-S-79p|PDE1B1|PDES1B
PDE1C,Hcam3|cam-PDE 1C|hCam-3
PDE2A,CGS-PDE|PDE2A1|PED2A4|cGSPDE
PDE3A,CGI-PDE|CGI-PDE A|CGI-PDE-A|HTNB
PDE3B,HcGIP1|cGIPDE1
PDE4A,DPDE2|PDE4|PDE46
PDE4B,DPDE4|PDEIVB
PDE4C,DPDE1|PDE21
PDE4D,ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1
PDE4DIP,CMYA2|MMGL
PDE4DIPP1,PDE4DIP1
PDE5A,CGB-PDE|CN5A|PDE5
PDE6A,CGPR-A|PDEA|RP43
PDE6B,CSNB3|CSNBAD2|GMP-PDEbeta|PDEB|RP40|rd1
PDE6C,ACHM5|COD4|PDEA2
PDE6D,JBTS22|PDED
PDE6G,PDEG|RP57
PDE6H,ACHM6|RCD3
PDE7A,HCP1|PDE7
PDE7B,bA472E5.1
PDE8A,HsT19550
PDE8B,ADSD|PPNAD3
PDE9A,HSPDE9A2
PDGFA,PDGF-A|PDGF1
PDGFB,IBGC5|PDGF-2|PDGF2|SIS|SSV|c-sis
PDGFC,FALLOTEIN|SCDGF
PDGFD,IEGF|MSTP036|SCDGF-B|SCDGFB
PDGFRA,CD140A|PDGFR-2|PDGFR2
PDGFRB,CD140B|IBGC4|IMF1|JTK12|KOGS|PDGFR|PDGFR-1|PDGFR1|PENTT
PDGFRL,PDGRL|PRLTS
PDHA1,PDHA|PDHAD|PDHCE1A|PHE1A
PDHA2,PDHAL
PDHB,PDHBD|PDHE1-B|PDHE1B|PHE1B
PDHX,DLDBP|E3BP|OPDX|PDHXD|PDX1|proX
PDIA2,PDA2|PDI|PDIP|PDIR
PDIA3,ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC
PDIA3P1,ERp60|GRP58P|PDIA3P
PDIA4,ERP70|ERP72|ERp-72
PDIA5,PDIR
PDIA6,ERP5|P5|TXNDC7
PDIK1L,CLIK1L|STK35L2
PDILT,PDIA7
PDK2,PDHK2|PDKII
PDK3,CMTX6|GS1-358P8.4
PDLIM1,CLIM1|CLP-36|CLP36|HEL-S-112|hCLIM1
PDLIM1P1,PDLIM1P
PDLIM2,MYSTIQUE|SLIM
PDLIM3,ALP
PDLIM4,RIL
PDLIM5,ENH|ENH1|L9|LIM
PDLIM7,LMP1|LMP3
PDON2,LAP|PDLA
PDP1,PDH|PDP|PDPC|PPM2A|PPM2C
PDP2,PDPC 2|PPM2B|PPM2C2
PDPK1,PDK1|PDPK2|PDPK2P|PRO0461
PDPN,AGGRUS|GP36|GP40|Gp38|HT1A-1|OTS8|PA2.26|T1A|T1A-2|T1A2|TI1A
PDPR,PDP3
PDRG1,C20orf126|PDRG
PDS5A,PIG54|SCC-112|SCC112
PDS5B,APRIN|AS3|CG008
PDSS1,COQ1|COQ10D2|DPS|SPS|TPRT|TPT|TPT 1|hDPS1
PDSS2,C6orf210|COQ10D3|DLP1|bA59I9.3|hDLP1
PDX1,GSF|IDX-1|IPF1|IUF1|MODY4|PAGEN1|PDX-1|STF-1
PDXDC1,LP8165
PDXDC2P,PDXDC2
PDXK,C21orf124|C21orf97|HEL-S-1a|PKH|PNK|PRED79
PDXP,CIN|PLP|dJ37E16.5
PDYN,ADCA|PENKB|SCA23
PDZD11,AIPP1|PDZK11|PISP
PDZD2,AIPC|PAPIN|PDZK3|PIN1
PDZD3,IKEPP|NHERF4|PDZK2
PDZD4,LNX5|LU1|PDZK4|PDZRN4L
PDZD7,DFNB57|PDZK7
PDZD8,PDZK8
PDZD9,C16orf65
PDZK1,CAP70|CLAMP|NHERF-3|NHERF3|PDZD1
PDZK1IP1,DD96|MAP17|SPAP
PDZK1P1,PDZK1P2
PDZRN3,LNX3|SEMACAP3|SEMCAP3
PDZRN4,LNX4|SAMCAP3L
PEA15,HMAT1|HUMMAT1H|MAT1|MAT1H|PEA-15|PED|PED-PEA15|PED/PEA15
PEAK1,SGK269
PEAK3,C19orf35
PEAR1,JEDI|MEGF12
PEBP1,HCNP|HCNPpp|HEL-210|HEL-S-34|HEL-S-96|PBP|PEBP|PEBP-1|RKIP
PEBP1P1,PBPP1
PEBP4,CORK-1|CORK1|GWTM1933|HEL-S-300|PEBP-4|PRO4408|hPEBP4
PECAM1,CD31|CD31/EndoCAM|GPIIA'|PECA1|PECAM-1|endoCAM
PECR,DCRRP|HPDHASE|HSA250303|PVIARL|SDR29C1|TERP
PEE1,PEE|PIH|PREG1
PEF1,ABP32|PEF1A
PEG10,EDR|HB-1|MEF3L|Mar2|Mart2|RGAG3|RTL2|SIRH1
PEG3,PW1|ZKSCAN22|ZNF904|ZSCAN24
PEG3-AS1,APEG3|NCRNA00155|PEG3-AS|PEG3AS
PELO,CGI-17|PRO1770
PELP1,MNAR|P160
PEMT,PEAMT|PEMPT|PEMT2|PLMT|PNMT
PENK,PE|PENK-A
PEPD,PROLIDASE
PER1,PER|RIGUI|hPER
PER2,FASPS|FASPS1
PER3,FASPS3|GIG13
PERM1,C1orf170
PERP,KCP1|KRTCAP1|PIGPC1|THW|dJ496H19.1
PES1,NOP7|PES
PET100,C19orf79
PET117,CSRP2BP
PEX1,HMLR1|PBD1A|PBD1B|ZWS|ZWS1
PEX10,NALD|PBD6A|PBD6B|RNF69
PEX11A,PEX11-ALPHA|PMP28|hsPEX11p
PEX11B,PEX11-BETA|PEX14B
PEX12,PAF-3|PBD3A
PEX13,NALD|PBD11A|PBD11B|ZWS
PEX14,NAPP2|PBD13A|Pex14p|dJ734G22.2
PEX16,PBD8A|PBD8B
PEX19,D1S2223E|HK33|PBD12A|PMP1|PMPI|PXF|PXMP1
PEX2,PAF1|PBD5A|PBD5B|PMP3|PMP35|PXMP3|RNF72|ZWS3
PEX26,PBD7A|PBD7B|PEX26M1T|Pex26pM1T
PEX3,PBD10A|PBD10B|TRG18
PEX5,PBD2A|PBD2B|PTS1-BP|PTS1R|PXR1|RCDP5
PEX5L,PEX5R|PEX5RP|PXR2|PXR2B|TRIP8b
PEX6,HMLR2|PAF-2|PAF2|PBD4A|PDB4B|PXAAA1
PEX7,PBD9B|PTS2R|RCDP1|RD
PF4,CXCL4|PF-4|SCYB4
PF4V1,CXCL4L1|CXCL4V1|PF4-ALT|PF4A|SCYB4V1
PFAS,FGAMS|FGAR-AT|FGARAT|GATD8|PURL
PFDN1,PDF|PFD1
PFDN2,PFD2
PFDN4,C1|PFD4
PFDN5,MM-1|MM1|PFD5
PFDN6,H2-KE2|HKE2|KE-2|PFD6
PFKFB1,F6PK|HL2K|PFRX
PFKFB2,PFK-2/FBPase-2
PFKFB3,IPFK2|PFK2|iPFK-2
PFKL,ATP-PFK|PFK-B|PFK-L
PFKM,ATP-PFK|GSD7|PFK-1|PFK-A|PFK1|PFKA|PFKX|PPP1R122
PFKP,ATP-PFK|PFK-C|PFK-P|PFKF
PFN1,ALS18
PFN1P2,C1orf152|COAS3
PFN1P3,COAS-3|COAS3
PFN1P4,PFN1P5
PFN1P6,PFN1P7
PFN2,D3S1319E|PFL
PGA5,Pg5
PGAM1,HEL-S-35|PGAM-B|PGAMA
PGAM2,GSD10|PGAM-M|PGAMM
PGAM3P,dJ1128N12.1
PGAM4,PGAM-B|PGAM1|PGAM3|dJ1000K24.1
PGAM5,BXLBV68
PGAP1,Bst1|ISPD3024|MRT42|SPG67
PGAP2,CWH43-N|FRAG1|HPMRS3|MRT17|MRT21
PGAP3,AGLA546|CAB2|PERLD1|PP1498|hCOS16
PGBD1,HUCEP-4|SCAND4|dJ874C20.4
PGC,PEPC|PGII
PGD,6PGD
PGDP1,PGDL1
PGF,D12S1900|PGFL|PIGF|PLGF|PlGF-2|SHGC-10760
PGGHG,ATHL1
PGGT1B,BGGI|GGTI
PGK1,HEL-S-68p|MIG10|PGKA
PGK1P2,PGK2
PGK2,HEL-S-272|PGKB|PGKPS|dJ417L20.2
PGLS,6PGL|HEL-S-304
PGLYRP1,PGLYRP|PGRP|PGRP-S|PGRPS|TAG7|TNFSF3L
PGLYRP2,HMFT0141|PGLYRPL|PGRP-L|PGRPL|TAGL-like|tagL|tagL-alpha|tagl-beta
PGLYRP3,PGLYRPIalpha|PGRP-Ialpha|PGRPIA
PGLYRP4,PGLYRPIbeta|PGRP-Ibeta|PGRPIB|SBBI67
PGM1,CDG1T|GSD14
PGM2,MSTP006
PGM2L1,BM32A|PMMLP
PGM3,AGM1|IMD23|PAGM|PGM 3
PGM5,PGMRP
PGM5-AS1,FAM233A
PGM5P3-AS1,FAM233B
PGM5P4-AS1,FAM233C
PGP,AUM|G3PP|PGPase
PGPEP1,PAP-I|PGI|PGP|PGP-I|PGPI|Pcp
PGR,NR3C3|PR
PGR-AS1,AT1|AT2|AT3
PGRMC1,Dap1|HPR6.6|IZA|MPR
PGRMC2,DG6|PMBP
PHA2A,PHA2
PHACTR1,RPEL|RPEL1|dJ257A7.2
PHACTR2,C6orf56
PHACTR3,C20orf101|H17739|PPP1R123|SCAPIN1|SCAPININ
PHACTR4,PPP1R124
PHAX,RNUXA
PHB,HEL-215|HEL-S-54e|PHB1
PHB2,BAP|BCAP37|Bap37|PNAS-141|REA|hBAP|p22
PHC1,EDR1|HPH1|MCPH11|RAE28
PHC1P1,PHC1B
PHC2,EDR2|HPH2|PH2
PHC3,EDR3|HPH3
PHEX,HPDR|HPDR1|HYP|HYP1|LXHR|PEX|XLH
PHF1,MTF2L2|PCL1|PHF2|TDRD19C|hPHF1
PHF10,BAF45A|XAP135
PHF10P1,XAP135P
PHF11,APY|BCAP|IGEL|IGER|IGHER|NY-REN-34|NYREN34
PHF12,PF1
PHF13,PHF5|SPOC1
PHF19,MTF2L1|PCL3|TDRD19B
PHF2,CENP-35|GRC5|JHDM1E|KDM7C
PHF20,C20orf104|GLEA2|HCA58|NZF|TDRD20A|TZP
PHF20L1,CGI-72|TDRD20B|URLC1
PHF21A,BHC80|BM-006
PHF21B,BHC80L|PHF4
PHF23,hJUNE-1b
PHF5A,INI|Rds3|SAP14b|SF3B7|SF3b14b|bK223H9.2
PHF5CP,PHF5AP1
PHF6,BFLS|BORJ|CENP-31
PHF7,HSPC045|HSPC226|NYD-SP6
PHF8,JHDM1F|KDM7B|MRXSSD|ZNF422
PHGDH,3-PGDH|3PGDH|HEL-S-113|NLS|NLS1|PDG|PGAD|PGD|PGDH|PHGDHD|SERA
PHIP,BRWD2|DCAF14|WDR11|ndrp
PHKA1,PHKA
PHKA2,GSD9A|PHK|PYK|PYKL|XLG|XLG2
PHKG1,PHKG
PHKG1P3,PHKGL|PHKg1ps2
PHKG2,GSD9C
PHLDA1,DT1P1B11|PHRIP|TDAG51
PHLDA2,BRW1C|BWR1C|HLDA2|IPL|TSSC3
PHLDA3,TIH1
PHLDB1,LL5A
PHLDB2,LL5b|LL5beta
PHLPP1,PHLPP|PLEKHE1|PPM3A|SCOP
PHLPP2,PHLPPL|PPM3B
PHOX2A,ARIX|CFEOM2|FEOM2|NCAM2|PMX2A
PHOX2B,CCHS|NBLST2|NBPhox|PMX2B
PHPT1,CGI-202|HEL-S-132P|HSPC141|PHP|PHP14
PHRF1,PPP1R125|RNF221
PHTF1,PHTF
PHYH,LN1|LNAP1|PAHX|PHYH1|RD
PHYHIP,DYRK1AP3|PAHX-AP|PAHXAP1
PHYKPL,AGXT2L2|PHLU
PI15,CRISP8|P24TI|P25TI
PI16,CD364|CRISP9|MSMBBP|PSPBP
PI3,ESI|SKALP|WAP3|WFDC14|cementoin
PI4K2A,PI4KII|PIK42A
PI4K2B,PI4KIIB|PIK42B
PI4KA,PI4K-ALPHA|PIK4CA|PMGYCHA|pi4K230
PI4KB,NPIK|PI4K-BETA|PI4K92|PI4KBETA|PI4KIIIBETA|PIK4CB
PIANP,C12orf53|LEDA1|PANP|leda-1
PIAS1,DDXBP1|GBP|GU/RH-II|ZMIZ3
PIAS2,ARIP3|DIP|MIZ1|PIASX|SIZ2|ZMIZ4
PIAS3,ZMIZ5
PIAS4,PIAS-gamma|PIASY|Piasg|ZMIZ6
PIBF1,C13orf24|CEP90|JBTS33|PIBF
PICALM,CALM|CLTH|LAP
PICK1,PICK|PRKCABP
PICSAR,C21orf113|LINC00162|NCRNA00162|NLC1-C|NLC1C|PRED74
PID1,HMFN2073|NYGGF4|P-CLI1|PCLI1
PIDD1,LRDD|PIDD
PIEZO1,DHS|FAM38A|LMPH3|Mib
PIEZO1P1,C20orf83|FAM38CP|bA164D18.1
PIEZO2,C18orf30|C18orf58|DA3|DA5|DAIPT|FAM38B|FAM38B2|HsT748|HsT771|MWKS
PIF1,C15orf20|PIF
PIFO,C1orf88|pitchfork
PIGA,GPI3|MCAHS2|PIG-A|PNH1
PIGAP1,PIG-A-II
PIGB,GPI-MT-III|PIG-B
PIGBOS1,HP06981
PIGC,GPI2|GPIBD16|MRT62
PIGG,GPI7|LAS21|MRT53|PRO4405|RLGS1930
PIGH,GPI-H
PIGK,GPI8
PIGL,CHIME
PIGM,GPI-MT-I
PIGN,MCAHS|MCAHS1|MCD4|MDC4|PIG-N
PIGO,HPMRS2
PIGP,DCRC|DCRC-S|DSCR5|DSRC|EIEE55|PIG-P
PIGQ,GPI1|c407A10.1
PIGT,CGI-06|MCAHS3|NDAP|PNH2
PIGU,CDC91L1|GAB1
PIGV,GPI-MT-II|HPMRS1|PIG-V
PIGW,Gwt1|HPMRS5
PIGX,PIG-X
PIGY,HPMRS6|PIG-Y
PIGZ,GPI-MT-IV|PIG-Z|SMP3
PIH1D1,NOP17
PIH1D3,CILD36|CXorf41|NYSAR97
PIK3AP1,BCAP
PIK3C2A,CPK|PI3-K-C2(ALPHA)|PI3-K-C2A|PI3K-C2-alpha|PI3K-C2alpha
PIK3C2B,C2-PI3K
PIK3C2G,PI3K-C2-gamma|PI3K-C2GAMMA
PIK3C3,VPS34|Vps34|hVps34
PIK3CA,CLOVE|CWS5|MCAP|MCM|MCMTC|PI3K|PI3K-alpha|p110-alpha
PIK3CB,P110BETA|PI3K|PI3KBETA|PIK3C1
PIK3CD,APDS|IMD14|P110DELTA|PI3K|p110D
PIK3CD-AS1,C1orf200
PIK3CG,PI3CG|PI3K|PI3Kgamma|PIK3|p110gamma|p120-PI3K
PIK3IP1,HGFL|hHGFL(S)
PIK3R1,AGM7|GRB1|IMD36|p85|p85-ALPHA
PIK3R2,MPPH|MPPH1|P85B|p85|p85-BETA
PIK3R3,p55|p55-GAMMA|p55PIK
PIK3R4,VPS15|p150
PIK3R5,F730038I15Rik|FOAP-2|P101-PI3K|p101
PIK3R6,C17orf38|HsT41028|p84 PIKAP|p87(PIKAP)|p87PIKAP
PIKFYVE,CFD|FAB1|HEL37|PIP5K|PIP5K3|ZFYVE29
PILRA,FDF03
PILRB,FDFACT1|FDFACT2
PIM1,PIM
PIM3,pim-3
PIMREG,CATS|FAM64A|RCS1
PIN1,DOD|UBL5
PIN1P1,PIN1L
PIN4,EPVH|PAR14|PAR17
PINK1,BRPK|PARK6
PINK1-AS,NAPINK1|PINK1-AS1|PINK1AS
PINX1,Gno1|LPTL|LPTS|Pxr1
PIP,GCDFP-15|GCDFP15|GPIP4
PIP4K2A,PI5P4KA|PIP5K2A|PIP5KII-alpha|PIP5KIIA|PIPK
PIP4K2B,PI5P4KB|PIP5K2B|PIP5KIIB|PIP5KIIbeta|PIP5P4KB
PIP4K2C,PIP5K2C
PIP4P1,C14orf9|TMEM55B
PIP4P2,TMEM55A
PIP5K1B,MSS4|STM7
PIP5K1C,LCCS3|PIP5K-GAMMA|PIP5K1-gamma|PIP5Kgamma
PIP5KL1,PIPKH
PIPOX,LPIPOX
